,Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak
169,PENGEMBANGAN MEDIA PEMBELAJARAN TERMINOLOGI DASAR JARINGAN SMK KELAS XI MENGGUNAKAN MIND MAP BERBASIS WEB (STUDI KASUS SMKN 1 AROSBAYA),WANDY E SIHOMBING,"Medika Risnasari, S.ST., M.T.","Puji Rahayu Ningsih, S.Pd., M.Pd.","SMK dituntut untuk membentuk siswa memiliki keterampilan yang mempuni setelah mampu memahami materi pada saat pembelajaran. Materi terminologi dasar jaringan merupakan salah satu materi yang harus dipahami oleh siswa sebelum melakukan praktek. Media pembelajaran adalah salah satu alternatif dalam menyampaikan materi tersebut. Penelitian pengembangan ini bertujuan untuk mengembangkan dan memvalidasi produk pengembangan media pembelajaran mind map berbasis web pada materi terminologi dasar jaringan dalam bidang pendidikan secara efektif dan inovatif. Metode yang digunakan dalam penelitian pengembangan ini adalah ADDIE. Penelitian ini dilakukan di SMKN 1 Arosbaya yang mana siswa membutuhkan media pembelajaran yang dapat memotivasi siswa dalam meningkatkan belajar. Hasil penelitian menunjukkan kualitas media berdasarkan uji kelayakan yang difokuskan dengan tiga kriteri yaitu: efektivitas, efisiensi, dan daya Tarik. Hasil uji kelayakan dari ahli media produk memperoleh persentase sebesar 86.67% dengan kategori “tinggi”, ahli materi memperoleh persentase sebesar 82.71% dengan kategori “tinggi”, uji coba perorangan memperoleh persentase sebesar 84% dengan kategori “tinggi”, uji coba kelompok kecil memperoleh persentase sebesar 83.25% dengan kategori “tinggi”, dan hasil uji coba kelompok besar memperoleh persentase sebesar 80.20% dengan kategori “tinggi”. Dapat disimpulkan bahwa media pembelajaran
terminologi dasar jaringan dengan menggunakan mind map berbasis web masuk dalam kategori “tinggi” dan layak digunakan di sekolah."
170,"Pengembangan Media Pembelajaran
Augmented Reality Berbasis Android
Pada Materi Momentum, Impuls, dan Tumbukan
Untuk Mahasiswa Prodi Pendidikan Informatika",Anugrah Fransedha Putra,"Wanda Ramansyah, S.Pd., M.Pd.","Ariesta Kartika Sari, S. Si., M. Pd.","Munculnya penelitian ini dilatar belakangi permasalahan dari dosen pengampu mata kuliah fisika kejuruan Program Studi Pendidikan Informatika Universitas Trunojoyo Madura dan mahasiswa angkatan tahun 2016 Program Studi Pendidikan Informatika Universitas Trunojoyo Madura terhadap media pembelajaran fisika kejuruan khususnya yang ada khususnya pada materi momentum, impuls, dan tumbukan. Permasalahan dari dosen adalah media pembelajaran yang ada tidak mampu memberikan visualisasi objek secara tiga dimensi. Kemudian permasalahan dari mahasiswa adalah media pembelajaran yang ada tidak mampu memberikan visualisasi secara tiga dimensi, objek tidak seolah-olah nyata, kurang menarik, membosankan, dan kurang interaktif. Oleh karena itu, diperlukan sebuah inovasi pengembangan media pembelajaran fisika kejuruan pada materi momentum, impuls, dan tumbukan yang dapat mengatasi permasalahan tersebut. Penelitian ini bertujuan untuk mengembangkan media pembelajaran augmented reality berbasis android  pada materi momentum, impuls, dan tumbukan. penelitian ini menggunakan model ADDIE dengan lima tahap pembuatan, yaitu: (1) analisis (analyze), (2) perancangan (design), (3) pengembangan (development), (4) implementasi (implementation) dan (5) evaluasi (evaluation).  Adapun hasil penelitian dari tahap uji coba ahli materi diperoleh persentase sebesar 85,5% dengan kualifikasi “baik”, hasil penelitian dari tahap uji coba ahli media memperoleh persentase sebesar 91,7% dengan kualifikasi “sangat baik hasil penelitian dari tahap uji coba perorangan sebesar 78% dengan kualifikasi “baik”, uji coba kelompok kecil sebesar 81,3% dengan kualifikasi “baik”, dan uji coba kelompok besar (lapangan) sebesar 82,5% dengan kualifikasi “baik”. 


Kata-kata kunci: Media Pembelajaran, Augmented Reality, Momentum, Impuls, dan Tumbukan, ADDIE, Android.
"
171,PROFIL PENALARAN PROPORSIONAL SISWA KELAS X DALAM MEMECAHKAN MASALAH JARINGAN DASAR DITINJAU DARI GAYA KOGNITIF SISTEMATIS DAN INTUITIF DI SMKN 2 BANGKALAN,Lainatul Jannah,"Muchamad Arif, S.Pd., M.Pd","Sigit Dwi Saputro, S.Pd., M.Pd","SMK dituntut untuk mempunyai keterampilan dalam berbagai bidang pembelajaran, salah satunya Teknik Komputer dan Jaringan. Pada hasil observasi yang dilakukan di SMKN 2 Bangkalan kelas X TKJ dalam pengamatan selama beberapa hari. Guru memberikan soal permasalahan pengalamatan IP jaringan, siswa mengerjakan soal tersebut dengan cara yang berbeda-beda. Perbedaan cara menjawab soal antara siswa satu dengan siswa yang lainnya. Tujuan penelitian ini adalah menggambarkan penalaran proporsional siswa dalam memecahkan masalah jaringan dasar ditinjau dari gaya kognitif sistematis dan intuitif berdasarkan indikator penalaran proporsional. Langkah pertama melakukan TGK sistematis dan intuitif dengan melibatkan semua siswa kelas XI. Langkah kedua menentukan subyek penelitian gaya kognitif sistematis dan intuitif dengan melakukan pertimbangan guru produktif TKJ kelas X & XI. Langkah ketiga melakukan tes pemecahan masalah materi subneting pada masing – masing subyek tersebut.

Kata-kata Kunci : penalaran proporsional, pemecahan masalah polya, jaringan dasar komputer, gaya kognitif sistematis dan intuitif
"
172,IDENTIFIKASI MINAT BELAJAR SISWA PADA MATA PELAJARAN BASIS DATA DITINJAU DARI GAYA KOGNITIF FIELD DEPENDENT DAN FIELD INDEPENDENT SISWA DI SMK NEGERI 1 KAMAL,Ulfa,"Muchamad Arif, S.Pd., M.Pd.","Puji Rahayu Ningsih, S.Pd., M.Pd.","Tujuan dalam penelitian ini adalah untuk mengetahui minat belajar siswa yang ditinjau dari gaya kognitif field dependent dan field independent. Penelitian ini menggunakan pendekatan penelitian kualitatif deskriptif. Teknik pengambilan sampel yang digunakan dalam penelitian ini adalah teknik sampling purposive sampling. Indikator minat belajar yang digunakan yaitu perhatian, rasa suka, ketertarikan dan partisipasi. Dalam penelitian ini, minat siswa di kategorikan menjadi tiga, yaitu rendah, sedang dan tinggi. Hasil dari penelitian ini adalah pada gaya kognitif field dependent kategori minat rendah mencapai 3 indikator yaitu perhatian, rasa suka dan partisipasi; kategori minat sedang mencapai 4 indikator yaitu perhatian, rasa suka, ketertarikan dan partisipasi; sedangkan kategori minat tinggi mencapai 4 indikator yaitu perhatian, rasa suka, ketertarikan dan partisipasi. Pada gaya kognitif field independent kategori minat rendah mencapai 3 indikator yaitu rasa suka, ketertarikan dan partisipasi; kategori minat sedang mencapai 4 indikator yaitu perhatian, rasa suka, ketertarikan dan partisipasi; kategori minat belajar tinggi mencapai 4 indikator yaitu perhatian, rasa suka, ketertarikan dan partisipasi. "
173,"Pengaruh Strategi Pembelajaran Peningkatan Kemampuan Berpikir (SPPKB) terhadap Hasil Belajar Siswa pada Mata Pelajaran pemrograman Dasar kelas X di SMK Negeri 1 Kamal
",Yulia Nuraini Maulidiah,"Muchamad Arif, S.Pd., M.Pd.","Puji Rahayu Ningsih, S.Pd., M.Pd.","Penelitian “Pengaruh Strategi Pembelajaran Peningkatan Kemampuan Berpikir (SPPKB) terhadap Hasil Belajar Siswa pada Mata Peajaran Pemrogramn Dasar Kelas X di SMK Negeri 1 Kamal” bertujuan untuk mengetahui pengaruh SPPKB terhadap hasil belajar siswa. Materi pada penelitian ini yaitu tipe data, variabel, konstanta, dan ekspresi. Jenis penelitian ini adalah penelitian kuantitatif menggunakan true experimental design bentuk pretest-postest control group design. Sampel dalam penelitian ini yaitu kelas X RPL 1 sebagai kelas kontrol dan kelas X RPL 2 sebagai kelas eksperimen yang ditentukan secara acak dengan cara di undi. Instrumen penelitian yang digunakan adalah intrumen tes hasil belajar siswa, lembar observasi, dan angket respon siswa. Hasil penelitian menunjukkan bahwa bahwa: (1) Uji regresi linier sederhana menunjukkan Strategi Pembelajaran Peningkatan Kemampuan Berpikir (SPPKB) dapat meningkatkan hasil belajar siswa sebesar 76,92. Berdasarkan hasil uji hipotesis diperoleh thitung = 2,798 > ttabel  = 2,064, maka Ho ditolak dan Ha diterima artinya terdapat pengaruh yang signifikan Strategi Pembelajaran Peningkatan Kemampuan Berpikir (SPPKB) terhadap hasil belajar siswa. (2) Hasil observasi aktivias guru secara klasikal memperoleh rata – rata 91,05% dengan kategori sangat baik. Hasil observasi aktivias siswa secara klasikal memperoleh rata – rata 72,98% dengan kategori baik. (3) Hasil angket respon siswa secara klasikal memperoleh sebesar 73,98% dengan kategori baik. 
Kata Kunci : SPPKB, Pemrograman Dasar, Hasil Belajar Siswa."
174,Perbedaan Minat Belajar Dengan Menggunakan Model Pembelajaran Creative Problem Solving Dan Problem Based Learning Pada Materi Operasi Aritmatika,Restu Tia Ayu Lestari,"Ariesta Kartika Sari, S.Si., M.Pd","Wanda Ramansyah, S.Pd., M.Pd","Penelitian bertujuan untuk mengetahui perbedaan minat belajar dengan menggunakan model pembelajaran creative problem solving dan problem based learning pada materi operasi aritmatika. Penelitian ini menggunakan metode kuantitaf jenis penelitian quasy experimental design bentuk the pretest-post-test two treatment design. Penelitian ini dilakukan di SMK Nurul Amanah dengan sampel jenuh, semua anggota populasi dijadikan sampel yaitu kelas X TKJA sebagai kelas eksperimen 1 dan kelas X TKJB sebagai kelas eksperimen 2. Hasil penelitian menunjukkan : (1) Hasil dari Lembar Observasi Aktivitas Siswa Kelas Eksperimen 1 pertemuan pertama diperoleh rata-rata 77,5 berkategori “baik” dan pertemuan kedua diperoleh rata-rata 82,5 berkategori “sangat baik”, dan hasil dari Lembar Observasi Aktivitas Siswa Kelas Eksperimen 1 pertemuan pertama diperoleh rata-rata 79,16 berkategori “baik” dan pertemuan kedua diperoleh rata-rata 81,16 berkategori “sangat baik”. (2) Hasil dari lembar observasi aktivitas guru pada kelas eksperimen 2 pertemuan pertama diperoleh rata-rata 86,25 berkategori “sangat baik” dan pertemuan kedua diperoleh rata-rata 85 berkategori “sangat baik” dan hasil dari lembar aktivitas siswa pada kelas eksperimen 2 di pertemuan pertama diperoleh rata-rata 79,33 berkategori “baik” dan pertemuan kedua diperoleh rata-rata 81,66 berkategori “sangat baik”.(3) Hasil dari nilai rata-rata pretest pada kelas eksperimen 1 sebesar 111.43 setelah diberi perlakuan nilai rata-rata postest sebesar 129,97 dan pada kelas eksperimen 2 pretest sebesar 104,80 dan posttest sebesar 120,93. Uji t-test menyatakan t_hitung>t_tabel atau t_hitung=3,655  lebih besar dari t_tabel=2,001, maka H_O ditolak dan H_A diterima. Maka, disimpulkan bahwa Terdapat perbedaan minat belajar siswa dengan menggunakan model pembelajaran Creative Problem Solving dan Problem Based Learning pada materi operasi aritmatika pada kelas X TKJ di SMK Nurul Amanah. 

Kata-kata Kunci : Perbedaan, model pembelajaran creative problem solving, model problem based learning, Minat Belajar
"
175,PENGARUH METODE DLPS (Double Loop Problem Solving) TERHADAP HASIL BELAJAR KOGNITIF SISWA KELAS XI RPL PADA MATERI CLASS dan OBJECT DI SMK NEGERI 1 KAMAL,Evi Indah Purwandari,"Muchamad Arif S.Pd.,M.Pd.","Puji Rahayu Ningsih, S.Pd.,M.Pd.","Penelitian ini bertujuan untuk mengetahui pengaruh metode DLPS (Double Loop Problem Solving) terhadap hasil belajar siswa dalam pembelajaran pemrograman berorientasi objek kelas XI RPL di SMK Negeri 1 Kamal yang dilihat dari: 1) hasil belajar siswa; 2) aktivitas guru dan aktivitas siswa; dan 3) respon siswa terhadap pembelajaran. Penelitian ini  merupakan penelitian kuantitatif yang menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Teknik pengambilan sampel dalam penelitian ini adalah menggunakan Nonprobability sampling dengan teknik sampling jenuh, yaitu pada kelas XI RPL yang berjumlah dari 53 siswa yang dibagi menjadi dua kelompok yaitu terdiri dari 27 siswa kelas eksperimen dan 26 siswa kelas kontrol. Instrumen yang di gunakan adalah tes hasil belajar berupa pretest dan posttest, lembar observasi aktivitas guru, lembar observasi aktivitas siswa dan dan angket respon siswa. Hasil penelitian diperoleh  rata-rata hasil belajar posttest kelas eksperimen sebesar 77,69 dan posttest kelas kontrol sebesar 70,38. Berdasarkan hasil uji statistik diperoleh thitung = 2,186 > ttabel = 2,064, maka Ho ditolak dan Ha diterima, artinya ada pengaruh yang signifikan pada penggunaan metode DLPS (Double Loop Problem Solving) terhadap hasil belajar siswa materi class dan object kelas XI RPL di SMK Negeri 1 Kamal. Hal ini diperkuat dengan hasil observasi aktivitas guru sebesar  85% dengan kategori sangat baik dan aktivitas siswa sebesar 62,73% yaitu kategori baik. Kemudian dari perhitungan angket respon diperoleh hasil 65% dengan kategori baik.

Kata Kunci : Pengaruh, metode DLPS, Double Loop Problem Solving, Hasil Belajar
"
176,PENGEMBANGAN GAME EDUKASI OPERASI ARITMATIKA MENGGUNAKAN UNITY BERBASIS ANDROID UNTUK SISWA SEKOLAH DASAR,Mar'atus Sofa,"Wanda Ramansyah, S.Pd., M.Pd.","Muchamad Arif, S.Pd., M.Pd.","Mata pelajaran matematika terdapat materi dasar yaitu operasi bilangan yang terdiri dari penjumlahan, pengurangan, perkalian dan pembagian. Dalam proses pembelajaran dibutuhkan sebuah media pembelajaran yang dapat memperjelas pemahaman siswa akan materi yang disampaikan sehingga dapat menarik minat siswa untuk belajar. Akan tetapi tidak semua media pembelajaran disediakan oleh sekolah. Media penunjang pembelajaran berupa game edukasi merupakan salah satu solusi untuk dapat membuat pelajaran matematika lebih menarik. Penelitian ini bertujuan untuk mengembangkan game edukasi berbasis android pada materi operasi aritmatika untuk siswa sekolah dasar. Penelitian ini menggunakan metode penelitian pengembangan dengan model pengembangan ADDIE (Analysis, Design, Development, Implementation, dan Evaluation). Hasil penelitian yang dilakukan menunjukkan bahwa nilai yang diperoleh game edukasi dari ahli isi/materi sebesar 88,3% dengan kualifikasi “tinggi”, ahli rancangan media sebesar 82% dengan kualifikasi “tinggi”, uji coba perorangan sebesar 88,67% dengan kualifikasi “tinggi”, uji coba kelompok kecil sebesar 89,7% dengan kualifikasi “tinggi”, dan uji coba kelompok besar sebesar 88% dengan kualifikasi “tinggi”. Dengan demikian game edukasi yang dikembangkan ini memiliki nilai efektifitas, efisiensi, dan daya tarik yang tinggi sehingga layak digunakan sebagai media pembelajaran Matematika."
177,"PENGEMBANGAN MEDIA PEMBELAJARAN ANIMASI 3D PADA MATERI SISTEM PEREDARAN DARAH GANDA KELAS VIII
(STUDI KASUS: MTs N 2 LAMONGAN)
",Ahmad Fajar Ramadhan,"Wanda Ramansyah, S.Pd., M.Pd.","Puji Rahayu Ningsih, S.Pd., M.Pd.","Penelitian ini bertujuan untuk mengembangkan produk sebagai inovasi teknologi yang mampu memperbaiki media pembelajaran yang digunakan dalam proses pembelajaran pada materi Sistem peredaran Darah Ganda. Penelitian ini bertujuan untuk mengetahui kelayakan dan respon siswa terhadap media pembelajaran Animasi 3D. Penelitian ini menggunakan model pengembangan ADDIE, dengan lima tahapan, yaitu Analyze (analisis), Design (perancangan), Development (pengembangan), Implementation (implementasi), dan Evaluation (evaluasi). Pengujian penelitian ini dilakukan kepada siswa kelas 9 di MTs Negeri 2 Lamongan dengan menggunakan tiga aspek, yaitu efektivitas, efisiensi, dan daya tarik. Hasil penelitian yang dilakukan mendapatkan penilaian sebesar 87,5% dari ahli rancangan media, 93% dari ahli isi/materi, 83,3% dari uji coba perorangan, 84 % dari uji coba kelompok kecil, dan 86% dari uji coba kelompok besar. Berdasarkan hasil tersebut media pembelajaran animasi 3D dinyatakan layak untuk digunakan dalam pembelajaran materi sistem peredaran darah ganda. "
178,"PENGEMBANGAN GAME EDUKASI BERBASIS ANDROID PADA MATA PELAJARAN SISTEM OPERASI KOMPUTER
DI SMK Agung Mulia Labang",IMAM WAHYUDI,"Moch. KautsarSophan, S.Kom.,M.MT.","Medika Risnasari, S.ST., M.T","Pengembangan game edukasi sistem operasi windows dilatarbelakangi oleh siswa masih banyak mengalami kesulitan dalam memahami materi yang disampaikan oleh guru sehingga proses belajar mengajar tidak berjalan sesuai dengan apa yang diinginkan. Oleh karena itu, diperlukan sebuah media pembelajaran dalam mata pelajaran sistem operasi. Pengembangan ini bertujuan untuk mengembangkan media pembelajaran “BeWin7” berbasis android pada mata pelajaran sistem operasi materi instalasi sistem operasi metode cleans install kelas X Teknik Komputer Jaringan.
Model dalam pengembangan ini menggunakan model pengembangan yang digunakan untuk mengembangkan dan menguji keefektifan dari produk game edukasi tersebut. Prosedur pengembangan mengikuti model ADDIE. Instrumen dalam pengembangan ini menggunakan kuesioner. Tekinik analisis data yang digunakan adalah Teknik deskriptif kualitatif dan kuantitatif.
Hasil penelitian pengembangan game edukasi dari penilaian ahli media pembelajaran sebesar 76%, penilaian validasi ahli materi pembelajaran sebesar 96%, penilaian uji coba perorangan sebesar 85%, penilaian uji coba kelompok kecil 89% dan penilaian uji coba kelompok besar sebesar 89%. Hasil tersebut menunjukkan bahwa media game edukasi “BeWin7” berbasis android dapat digunakan sebagai media pembelajaran sistem operasi. 
Kata Kunci : pengembangan, game edukasi,sistem operasi, windows"
179,PENGEMBANGAN BEL OTOMATIS BERBASIS ARDUINO UNO DAN MODUL DFPLAYER DI SMK NEGERI 2 BANGKALAN,Siska Ardiyanti,"Medika Risnasari, S.ST.,M.T.","Sigit Dwi Saputro,S.Pd.,M.Pd.","Penelitian ini bertujuan untuk mengembangkan sebuah alat sebagai inovasi teknologi yang diharapkan mampu memperbaiki bel sekolah yang dahulu cara kerjanya masih secara manual sekarang menjadi otomatis dengan adanya pembaharuan bel otomatis berbasis arduino uno dan modul DFPlayer. Penelitian ini menggunakan model pengembangan waterfall dengan lima tahapan, yaitu komunikasi, perencanaan, pemodelan, konstruksi, penyerahan produk ke pelanggan atau pengguna. Pengujian penelitian ini dilakukan kepada ahli alat dan juga pengguna pengujian alat dilakukan dengan tujuh aspek yaitu estetika, kualitas, kinerja, efektif dan efesien, kepentingan, minat dan perhatian, pemberian motivasi. Hasil dari ahli alat yang dilakukan mendapatkan penilaian 92,30% . sedangkan untuk uji lapangan terdapat guru di SMK Negeri 2 Bangkalan dengan menggunakan tiga aspek yaitu kelayakan, kemudahan, dan manfaat, dari 2 uji pengguna hasil yang di dapat dari Guru 1 mendapatkan penilaian 97,5% dan Guru 2 mendapat penilaian 97,5%. Berdasarkan penilaian tersebut maka bel otomatis berbasis arduino uno dan modul DFPlayer dinyatakan layak digunakan sebagai fasilitas sekolah.
Kata Kunci: alat, arduino uno, modul DFPlayer, waterfall
"
